interaction_type,AC,poll_question,user_id,where,who,gender,poll_option_orig,poll_option_recoded_close_to_original,poll_option_recoded_lower_resolution,poll_option_interpretation_recoding,impacts_on_item_of_column_I,system,WP2,WP3,WP4,WP5,WP6,nr_WPs,duplicated_in_col-J_poll_option_recoded_lower_resolution,,Row_number,Row_static
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,ecosystem services,ecosystem services,society,,,social,1,0,0,0,1,2,,,2267,2267
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,spatial distribution changes,spatial distribution,,,,ecological,0,0,0,1,1,2,,,2268,2268
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,stock status,commercial fish/shellfish,commercial fish/shellfish,,,ecological,0,1,0,1,1,3,,,2269,2269
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,Fishing effort,fishing effort,fisheries,,,fisheries,1,0,0,0,1,2,,,2270,2270
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,trophic interactions,foodweb,food web,,,ecological,0,1,1,0,1,3,,,2271,2271
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,Sea warming,climate change,climate change,,,ecological,0,1,0,1,1,3,,,2272,2272
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,Fishing needs of the industry,needs of the fishing industry,,,,social,1,0,0,0,1,2,,,2273,2273
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,seabed integrity,seabed integrity,,,,ecological,0,0,1,0,1,2,,,2274,2274
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,fisheries,fisheries,fisheries,,,fisheries,1,0,0,0,1,2,,,2275,2275
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,fisheries,fisheries,fisheries,,,fisheries,1,0,0,0,1,2,,,2276,2276
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,Food chain,foodweb,food web,,,ecological,0,1,1,0,1,3,,,2277,2277
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,Food chain,foodweb,food web,,,ecological,0,1,1,0,1,3,,,2278,2278
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,Biodiversity,biodiversity,biodiversity,,,ecological,0,0,1,1,1,3,,,2279,2279
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,Climate change,climate change,climate change,,,ecological,0,1,0,1,1,3,,,2280,2280
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,Climate change,climate change,climate change,,,ecological,0,1,0,1,1,3,,,2281,2281
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,Climate change,climate change,climate change,,,ecological,0,1,0,1,1,3,,,2282,2282
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,Climate change,climate change,climate change,,,ecological,0,1,0,1,1,3,,,2283,2283
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,Benthic impacts,benthic habitats,seabottom habitat,,,ecological,0,0,1,1,1,3,,,2284,2284
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,Benthic impacts,benthic habitats,seabottom habitat,,,ecological,0,0,1,1,1,3,,,2285,2285
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,Benthic impacts,benthic habitats,seabottom habitat,,,ecological,0,0,1,1,1,3,,,2286,2286
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,Commercial stocks,commercial fish/shellfish,commercial fish/shellfish,,,ecological,0,1,0,1,1,3,,,2287,2287
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,Food web,foodweb,food web,,,ecological,0,1,1,0,1,3,,,2288,2288
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,PETs,PET species,,,,ecological,0,0,1,1,1,3,,,2289,2289
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,Conflicts,conflicts,practical management,,,social,1,0,0,0,1,2,,,2290,2290
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,Conflicts,conflicts,practical management,,,social,1,0,0,0,1,2,,,2291,2291
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,Challenges,trade-offs,,,,social,1,0,0,0,1,2,,,2292,2292
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,conservation of ecosystem services,ecosystem services,society,,,social,1,0,0,0,1,2,,,2293,2293
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,trade offs,trade-offs,,,,social,1,0,0,0,1,2,,,2294,2294
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,Local traditions,local traditions,,,,social,1,0,0,0,1,2,,,2295,2295
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,satisfaction,satisfaction,,,,social,1,0,0,0,1,2,,,2296,2296
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,recreation,recreation,,,,social,1,0,0,0,1,2,,,2297,2297
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,behavior,fisher behaviour,fisher conditions,,,fisheries,1,0,0,0,1,2,,,2298,2298
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,behavior,fisher behaviour,fisher conditions,,,fisheries,1,0,0,0,1,2,,,2299,2299
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,human health,health,,,,social,1,0,0,0,1,2,,,2300,2300
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,Respect to local communities,local communities,,,,social,1,0,0,0,1,2,,,2301,2301
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,Respect to local communities,local communities,,,,social,1,0,0,0,1,2,,,2302,2302
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,revenue,fisheries revenues,fisheries revenues,,,social,1,0,0,0,1,2,,,2303,2303
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,emploiment,employment,jobs,,,social,1,0,0,0,1,2,,,2304,2304
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,Preferences/TradeOffs,trade-offs,,,,social,1,0,0,0,1,2,,,2305,2305
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,stable wages,wages,,,,social,1,0,0,0,1,2,,,2306,2306
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,socioeconomicsoffisheries,socioeconomic impacts,,,,social,1,0,0,0,1,2,,,2307,2307
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,Societal Perceptions ,societal perceptions,,,,social,1,0,0,0,1,2,,,2308,2308
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,Tourism,tourism,,,,social,1,0,0,0,1,2,,,2309,2309
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,Leisure,leisure,,,,social,1,0,0,0,1,2,,,2310,2310
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,Leisure,leisure,,,,social,1,0,0,0,1,2,,,2311,2311
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,revenues,fisheries revenues,fisheries revenues,,,social,1,0,0,0,1,2,,,2312,2312
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,Average wage,wages,,,,social,1,0,0,0,1,2,,,2313,2313
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,Health,health,,,,social,1,0,0,0,1,2,,,2314,2314
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,employment,employment,jobs,,,social,1,0,0,0,1,2,,,2315,2315
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,employment,employment,jobs,,,social,1,0,0,0,1,2,,,2316,2316
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,trawl gear,trawling,,,,fisheries,1,0,0,0,1,2,,,2317,2317
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,trawl gear,trawling,,,,fisheries,1,0,0,0,1,2,,,2318,2318
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,trawl gear,trawling,,,,fisheries,1,0,0,0,1,2,,,2319,2319
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,trawl gear,trawling,,,,fisheries,1,0,0,0,1,2,,,2320,2320
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,trawl gear,trawling,,,,fisheries,1,0,0,0,1,2,,,2321,2321
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,trawl gear,trawling,,,,fisheries,1,0,0,0,1,2,,,2322,2322
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,income diversification,wages,,,,social,1,0,0,0,1,2,,,2323,2323
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,recreational fishery,recreational fishing,,,,social,1,1,0,1,1,4,,,2324,2324
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,Tourism,tourism,,,,social,1,0,0,0,1,2,,,2325,2325
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,eutrophication,eutrophication,pollution,,,social,1,0,0,0,1,2,,,2326,2326
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,Litter,litter,,,,ecological,0,0,1,0,1,2,,,2327,2327
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,marine litter,litter,,,,ecological,0,0,1,0,1,2,,,2328,2328
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,protection measures,management measures,,,,social,1,0,0,0,1,2,,,2329,2329
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,protection measures,management measures,,,,social,1,0,0,0,1,2,,,2330,2330
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,protection measures,management measures,,,,social,1,0,0,0,1,2,,,2331,2331
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,Local eutrophication,eutrophication,pollution,,,ecological,0,1,0,0,1,2,,,2332,2332
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,behavior change,fisher behaviour,fisher conditions,,,fisheries,1,0,0,0,1,2,,,2333,2333
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,overfishing,fisheries,fisheries,,,fisheries,1,0,0,0,1,2,,,2334,2334
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,stock productivity,stock productivity,,,,ecological,0,1,0,1,1,3,,,2335,2335
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,MPAS,MPAs,,,,social,1,0,0,1,1,3,,,2336,2336
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,Pollution,pollution,,,,both,1,1,0,0,1,3,,,2337,2337
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,fishing gears,fishing gears,fishing gear,,,fisheries,1,0,0,0,1,2,,,2338,2338
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,recreational fishing,recreational fishing,,,,social,1,1,0,1,1,4,,,2339,2339
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,Biodiversity loss,biodiversity,biodiversity,,,ecological,0,0,1,1,1,3,,,2340,2340
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,Biodiversity loss,biodiversity,biodiversity,,,ecological,0,0,1,1,1,3,,,2341,2341
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,lost gears,ghost fishing,,,,ecological,0,0,1,0,1,2,,,2342,2342
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,climate changes,climate change,climate change,,,ecological,0,1,0,1,1,3,,,2343,2343
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,fishing technique,fisheries,fisheries,,,fisheries,1,0,0,0,1,2,,,2344,2344
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,Gillnet impacts,gillnet fishing,,,,fisheries,1,0,0,0,1,2,,,2345,2345
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,Climate change,climate change,climate change,,,ecological,0,1,0,1,1,3,,,2346,2346
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,Climate,climate,climate change,,,ecological,0,1,0,1,1,3,,,2347,2347
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,Climate,climate,climate change,,,ecological,0,1,0,1,1,3,,,2348,2348
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,climate warming,climate change,climate change,,,ecological,0,1,0,1,1,3,,,2349,2349
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,Health,health,,,,social,1,0,0,0,1,2,,,2350,2350
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,MPAs/NTZs,MPAs,,,,social,1,0,0,1,1,3,,,2351,2351
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,Trawl gears,trawling,,,,fisheries,1,0,0,0,1,2,,,2352,2352
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,Fisheries,fisheries,fisheries,,,fisheries,1,0,0,0,1,2,,,2353,2353
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,fishery,fisheries,fisheries,,,fisheries,1,0,0,0,1,2,,,2354,2354
individual,MEDAC,NA,M1,Mediterranean,other,Woman,"mixed fishery, Fmsy",mixed fisheries,,,,fisheries,1,0,0,0,1,2,,,2355,2355
individual,MEDAC,NA,M1,Mediterranean,other,Woman,"mixed fishery, Fmsy",Fmsy,management strategy,,,social,1,1,0,0,1,3,,,2356,2356
individual,MEDAC,NA,M1,Mediterranean,other,Woman,"local communities, profitability, job (icons)",local communities,,,,social,1,0,0,0,1,2,,,2357,2357
individual,MEDAC,NA,M1,Mediterranean,other,Woman,"local communities, profitability, job (icons)",profit,,,,social,1,0,0,0,1,2,,,2358,2358
individual,MEDAC,NA,M1,Mediterranean,other,Woman,"local communities, profitability, job (icons)",jobs,,,,social,1,0,0,0,1,2,,,2359,2359
individual,MEDAC,NA,M1,Mediterranean,other,Woman,GFCM MAPs demersal and small pelagics,Multiannual Plans,,,"local communities, profitability, job (icons)",social,1,0,0,0,1,2,,,2360,2360
individual,MEDAC,NA,M1,Mediterranean,other,Woman,GFCM MAPs demersal and small pelagics,demersal fish,commercial fish/shellfish,,"local communities, profitability, job (icons)",ecological,0,1,0,1,1,3,,,2361,2361
individual,MEDAC,NA,M1,Mediterranean,other,Woman,GFCM MAPs demersal and small pelagics,small pelagic fish,,,"local communities, profitability, job (icons)",ecological,0,1,0,1,1,3,,,2362,2362
individual,MEDAC,NA,M1,Mediterranean,other,Woman,GFCM MAPs deep shrimps,deep shrimps,commercial fish/shellfish,,"local communities, profitability, job (icons)",ecological,0,1,0,1,1,3,,,2363,2363
individual,MEDAC,NA,M1,Mediterranean,other,Woman,"local communities, profitability, job (icons), fisher's livelihoods",livelihood,,,,social,1,0,0,0,1,2,,,2364,2364
individual,MEDAC,NA,M1,Mediterranean,other,Woman,fleets from the third countries,third country fleets,,,"local communities, profitability, job (icons)",social,1,0,0,0,1,2,,,2365,2365
individual,MEDAC,NA,M1,Mediterranean,other,Woman,"MPA, FRA",MPAs,,,"local communities, profitability, job (icons)",social,1,0,0,1,1,3,,,2366,2366
individual,MEDAC,NA,M1,Mediterranean,other,Woman,size selectivity,gear selectivity,,,"local communities, profitability, job (icons), fisher's livelihoods",fisheries,1,0,0,0,1,2,,,2367,2367
individual,MEDAC,NA,M1,Mediterranean,other,Woman,"invasive, alien species",invasive species,,,"local communities, profitability, job, deep shrimps",ecological,0,0,1,1,1,3,,,2368,2368
individual,MEDAC,NA,M1,Mediterranean,other,Woman,nutrients fluctuation,nutrients,,,"deep shrimps, demersal and small pelagic species",ecological,0,1,0,1,1,,,,2369,2369
individual,MEDAC,NA,M1,Mediterranean,other,Woman,pollution,pollution,,,"deep shrimps, demersal and small pelagic species",both,1,1,0,1,1,,,,2370,2370
individual,MEDAC,NA,M1,Mediterranean,other,Woman,Climate change,climate change,climate change,,"deep shrimps, demersal and small pelagic species, socio-economic, invasive-alien species",ecological,0,1,0,1,1,3,,,2371,2371
individual,MEDAC,NA,M1,Mediterranean,other,Woman,"deep shrimps, demersal and small pelagic species, socio-economic, invasive-alien species",socioeconomic impacts,,,"deep shrimps, demersal and small pelagic species, socio-economic, invasive-alien species",social,1,0,0,0,1,2,,,2372,2372
individual,MEDAC,NA,M1,Mediterranean,other,Woman,"deep shrimps, demersal and small pelagic species, socio-economic, invasive-alien species",invasive species,,,"deep shrimps, demersal and small pelagic species, socio-economic, invasive-alien species",ecological,0,0,1,1,1,3,,,2373,2373
individual,MEDAC,NA,M2,Mediterranean,industry,Woman,Climate change,climate change,climate change,,"halieutic stocks, sensitive species, marine habitats, small and medium scale fisheries, local seafood and socio-economy",ecological,0,1,0,1,1,3,,,2374,2374
individual,MEDAC,NA,M2,Mediterranean,industry,Woman,other human impacts litter (icon) ,other human impacts,,,"halieutic stocks, sensitive species, marine habitats, small and medium scale fisheries, local seafood and socio-economy",social,1,0,0,0,1,2,,,2375,2375
individual,MEDAC,NA,M2,Mediterranean,industry,Woman,other human impacts litter (icon) ,litter,,,"halieutic stocks, sensitive species, marine habitats, small and medium scale fisheries, local seafood and socio-economy",ecological,0,0,1,0,1,2,,,2376,2376
individual,MEDAC,NA,M2,Mediterranean,industry,Woman,"other human impacts, windfarms (icon) ",windfarms,,,"halieutic stocks, sensitive species, marine habitats, small and medium scale fisheries, local seafood and socio-economy",social,1,0,0,1,1,3,,,2377,2377
individual,MEDAC,NA,M2,Mediterranean,industry,Woman,"small and medium scale fisheries, local seafood and socio-economy",small-scale fisheries,,,"halieutic stocks, sensitive species, habitats",fisheries,1,0,0,0,1,2,,,2378,2378
individual,MEDAC,NA,M2,Mediterranean,industry,Woman,"small and medium scale fisheries, local seafood and socio-economy",medium-scale fisheries,,,"halieutic stocks, sensitive species, habitats",fisheries,1,0,0,0,1,2,,,2379,2379
individual,MEDAC,NA,M2,Mediterranean,industry,Woman,"small and medium scale fisheries, local seafood and socio-economy",local seafood,,,"halieutic stocks, sensitive species, habitats",social,1,0,0,0,1,2,,,2380,2380
individual,MEDAC,NA,M2,Mediterranean,industry,Woman,"small and medium scale fisheries, local seafood and socio-economy",socioeconomic impacts,,,"halieutic stocks, sensitive species, habitats",social,1,0,0,0,1,2,,,2381,2381
individual,MEDAC,NA,M2,Mediterranean,industry,Woman,halieutic stocks,commercial fish/shellfish,commercial fish/shellfish,,"sensitive species, habitats",ecological,0,1,0,1,1,3,,,2382,2382
individual,MEDAC,NA,M2,Mediterranean,industry,Woman,halieutic stocks,commercial fish/shellfish,commercial fish/shellfish,,"small and medium scale fisheries, local seafood and socio-economy",ecological,0,1,0,1,1,3,,,2383,2383
individual,MEDAC,NA,M2,Mediterranean,industry,Woman,sensitive species,sensitive species,,,halieutic stocks,ecological,0,0,1,1,1,3,,,2384,2384
individual,MEDAC,NA,M2,Mediterranean,industry,Woman,habitats,habitats,,,halieutic stocks,ecological,0,1,1,1,1,4,,,2385,2385
individual,MEDAC,NA,M3,Mediterranean,industry,,fish and shellfish  stocks (icons),commercial fish/shellfish,commercial fish/shellfish,,,ecological,0,1,0,1,1,3,,,2386,2386
individual,MEDAC,NA,M3,Mediterranean,industry,Man,climate,climate change,climate change,,fish and shellfish  stocks (icons),ecological,0,1,0,1,1,3,,,2387,2387
individual,MEDAC,NA,M3,Mediterranean,industry,Man,pollution,pollution,,,fish and shellfish  stocks (icons),both,1,1,0,0,1,3,,,2388,2388
individual,MEDAC,NA,M3,Mediterranean,industry,Man,fishing,fisheries,fisheries,,fish and shellfish  stocks (icons),fisheries,1,0,0,0,1,2,,,2389,2389
individual,MEDAC,NA,M3,Mediterranean,industry,Man,other economic activities,other economic activities,,,fish and shellfish  stocks (icons),social,1,0,0,0,1,2,,,2390,2390
individual,MEDAC,NA,M3,Mediterranean,industry,Man,"how ecosystem based fisheries management can maintain jobs, food supply and local development",ecosystem based fisheries management,management strategy,,,social,1,0,0,0,1,2,,,2391,2391
individual,MEDAC,NA,M3,Mediterranean,industry,Man,Jobs (icon),jobs,,,EBM,social,1,0,0,0,1,2,,,2392,2392
individual,MEDAC,NA,M3,Mediterranean,industry,Man,food supply (icon),food supply,food supply,,EBM,social,1,0,0,0,1,2,,,2393,2393
individual,MEDAC,NA,M3,Mediterranean,industry,Man,local development (icon),local communities,,,EBM,social,1,0,0,0,1,2,,,2394,2394
individual,Italian,NA,I4,Mediterranean,NGO,Woman,windfarm (icon),windfarms,,,"small scale fishery, medium scale fishery, MPA, PET, commercial species, VME",social,1,0,0,1,1,3,,,2395,2395
individual,Italian,NA,I4,Mediterranean,NGO,Woman,MPA,MPAs,,,"windfarm (icon), small scale fishery, medium scale fishery, local communities, commercial species, PET, VME",social,1,0,0,1,1,3,,,2396,2396
individual,Italian,NA,I4,Mediterranean,NGO,Woman,PET (icon),PETs,,,,ecological,0,0,1,1,1,3,,,2397,2397
individual,Italian,NA,I4,Mediterranean,NGO,Woman,VME (icon),VMEs,,,,ecological,0,0,1,1,1,3,,,2398,2398
individual,Italian,NA,I4,Mediterranean,NGO,Woman,commercial species (icons),commercial fish/shellfish,commercial fish/shellfish,,,ecological,0,1,0,1,1,3,,,2399,2399
individual,Italian,NA,I4,Mediterranean,NGO,Woman,small scale fishery (icon),small-scale fisheries,,,"MPA, commercial species, PET, VME",fisheries,1,0,0,0,1,2,,,2400,2400
individual,Italian,NA,I4,Mediterranean,NGO,Woman,medium scale fishery,medium-scale fisheries,,,"MPA, commercial species, PET, VME",fisheries,1,0,0,0,1,2,,,2401,2401
individual,Italian,NA,I4,Mediterranean,NGO,Woman,how climate change (icon) affects each component,climate change,climate change,,"MPA, fishing, commercial species, PET, VME, local communities",ecological,0,1,0,1,1,3,,,2402,2402
individual,Italian,NA,I4,Mediterranean,NGO,Woman,local communities,local communities,,,,social,1,0,0,0,1,2,,,2403,2403
individual,Italian,NA,I5,Mediterranean,other,Man,fleet overcapacity,fleet overcapacity,fisheries,,commercial species,social,1,0,0,0,1,2,,,2404,2404
individual,Italian,NA,I5,Mediterranean,other,Man,commercial species,commercial fish/shellfish,commercial fish/shellfish,,"profitability, economic sustainability, maintain employment, social sustainability",ecological,0,1,0,1,1,3,,,2405,2405
individual,Italian,NA,I5,Mediterranean,other,Man,"profitability, economic sustainability",profit,,,"local coastal communties, maintain employment, social sustainability",social,1,0,0,0,1,2,,,2406,2406
individual,Italian,NA,I5,Mediterranean,other,Man,"profitability, economic sustainability",economic sustainability,economics,,"local coastal communties, maintain employment, social sustainability",social,1,0,0,0,1,2,,,2407,2407
individual,Italian,NA,I5,Mediterranean,other,Man,"maintain employment, social sustainability",employment,jobs,,local coastal communties,social,1,0,0,0,1,2,,,2408,2408
individual,Italian,NA,I5,Mediterranean,other,Man,"maintain employment, social sustainability",social sustainability,,,local coastal communties,social,1,0,0,0,1,2,,,2409,2409
individual,Italian,NA,I5,Mediterranean,other,Man,management rules,management strategies,,,"profitability, economic sustainability, maintain employment, social sustainability",social,1,0,0,0,1,2,,,2410,2410
individual,Italian,NA,I5,Mediterranean,other,Man,trawl fishery,trawling,,,PET,fisheries,1,0,0,0,1,2,,,2411,2411
individual,Italian,NA,I5,Mediterranean,other,Man,PET,PETs,,,,ecological,0,0,1,1,1,3,,,2412,2412
individual,Italian,NA,I5,Mediterranean,other,Man,bottom longlines,bottom longlines,fishing gear,,Spawners of some commercial species ,fisheries,1,0,0,0,1,2,,,2413,2413
individual,Italian,NA,I5,Mediterranean,other,Man,marine litter,litter,,,"marine habitats, bentic species",ecological,0,0,1,0,1,2,,,2414,2414
individual,Italian,NA,I5,Mediterranean,other,Man,marine habitats,habitats,,,citizen well-being,ecological,0,1,1,1,1,4,,,2415,2415
individual,Italian,NA,I5,Mediterranean,other,Man,bentic species,benthtic species,seabottom habitat,,,ecological,0,1,1,1,1,4,,,2416,2416
individual,Italian,NA,I5,Mediterranean,other,Man,local coastal communities,local coastal communities,,,,social,1,0,0,0,1,2,,,2417,2417
individual,Italian,NA,I5,Mediterranean,other,Man,citizen well-being,citizen well-being,society,,,social,1,0,0,0,1,2,,,2418,2418
individual,Italian,NA,I5,Mediterranean,other,Man,climate change,climate change,climate change,,"marine habitat, bentic species",ecological,0,1,0,1,1,3,,,2419,2419
individual,Italian,NA,I6,Mediterranean,industry,Man,"profit, jobs",proft,,,,social,1,0,0,0,1,2,,,2420,2420
individual,Italian,NA,I6,Mediterranean,industry,Man,"profit, jobs",jobs,,,,social,1,0,0,0,1,2,,,2421,2421
individual,Italian,NA,I6,Mediterranean,industry,Man,medium scale fishery,medium-scale fisheries,,,commercial species,fisheries,1,0,0,0,1,2,,,2422,2422
individual,Italian,NA,I6,Mediterranean,industry,Man,small scale fishery,small-scale fisheries,,,commercial species,fisheries,1,0,0,0,1,2,,,2423,2423
individual,Italian,NA,I6,Mediterranean,industry,Man,commercial species,commercial fish/shellfish,commercial fish/shellfish,,"profit, jobs",ecological,0,1,0,1,1,3,,,2424,2424
individual,Italian,NA,I6,Mediterranean,industry,Man,management plans,management strategies,,,"profit, jobs",social,1,0,0,0,1,2,,,2425,2425
individual,Italian,NA,I6,Mediterranean,industry,Man,marine pollution,pollution,,,marine habitat,both,1,1,0,0,1,3,,,2426,2426
individual,Italian,NA,I6,Mediterranean,industry,Man,climate change,climate change,climate change,,marine habitat,ecological,0,1,0,1,1,3,,,2427,2427
individual,Italian,NA,I6,Mediterranean,industry,Man,marine habitat,habitats,,,,ecological,0,1,1,1,1,4,,,2428,2428
individual,Italian,NA,I7,Mediterranean,industry,Man,fishery,fisheries,fisheries,,"commercial species, habitats",fisheries,1,0,0,0,1,2,,,2429,2429
individual,Italian,NA,I7,Mediterranean,industry,Man,management measures,management measures,,,"commercial species, fishery profitability, jobs, local communities",social,1,0,0,0,1,2,,,2430,2430
individual,Italian,NA,I7,Mediterranean,industry,Man,commercial species,commercial fish/shellfish,commercial fish/shellfish,,marine habitats,ecological,0,1,0,1,1,3,,,2431,2431
individual,Italian,NA,I7,Mediterranean,industry,Man,trawlers,trawlers,,,"commercial species, habitats",fisheries,1,0,0,0,1,2,,,2432,2432
individual,Italian,NA,I7,Mediterranean,industry,Man,fishery profitability,profit,,,local communities,social,1,0,0,0,1,2,,,2433,2433
individual,Italian,NA,I7,Mediterranean,industry,Man,jobs,jobs,,,local communities,social,1,0,0,0,1,2,,,2434,2434
individual,Italian,NA,I7,Mediterranean,industry,Man,local communities,local communities,,,,social,1,0,0,0,1,2,,,2435,2435
