"","SW.ID","Year","Region","Scale...Spatial..m.","Scale...Temporal","Resolution...Spatial..m.","Resolution...Temporal","Sampling.Method.used.for.data.collection","Description.Other.Sampling.Method","Analytical.method.used.for.inference","Quality...Spatial..relative.1.3.","Quality...Temporal","Quality...Methods","WP4.task","Study.type","Ecosystem.component_level1","Ecosystem.component_level2","Ecosystem.component_level3","Ecosystem.component_benthos_sediment","Species.taxonomic.group.s.","Pressure.type","Pressure_level","Pressure_variable","Pressure_other","Fishery.type","Gear_level1","Gear_level2","Target.species_metier","Response.variable_paper","Response.variable_category","Direction.of.relationship","Reader","ROWID"
"1117","SW4_0973",2013,"CS - Mediterranean",">100,000","five year",">100,000","year","Regular Fisheries Independent Survey","MEDITS survey","Generalized Additive Models ",2,2,3,"4.4","Fisheries independent survey","Cephalopods",NA,NA,NA,NA,"Catch_and_bycatch","Non-target","Days at sea",NA,"Commercial","Hooks_and_lines","Longline",NA,"Biomass, abundance, diversity, length","Abundance/biomass/density","Negative","Seghers",1250
"1118","SW4_0984",2013,"Mediterranean - non CS","50,000-100,000","multidecadal","50,000-100,000","snapshot/no repeat sampling","Fisheries Dependent Data","Fisheries Department of the Catalonia Government dataset","Food web modelling Ecopath with Ecosim",2,2,3,"None","Modelling/simulation","Fish_cartilaginous","Skates",NA,NA,"Raja asterias","Catch_and_bycatch","Target","Trawling effort",NA,"Commercial","Demersal trawls",NA,NA,"Biomass","Abundance/biomass/density","Positive","Seghers",1251
"1119","SW4_0984",2013,"Mediterranean - non CS","50,000-100,000","two year","50,000-100,000","quarter","Stomach Contents Analyses","Scientific trawling campaigns","Food web modelling Ecopath with Ecosim",2,2,3,"None","Modelling/simulation","Fish_cartilaginous","Skates",NA,NA,"Raja asterias","Catch_and_bycatch","Target","Trawling effort",NA,"Commercial","Demersal trawls",NA,NA,"Biomass","Abundance/biomass/density","Positive","Seghers",1252
"1120","SW4_1008",2012,"Mediterranean - non CS",">100,000","decade",">100,000","snapshot/no repeat sampling","Other","Data collection from multiple studies ","Analysis of catch rate and mortality rate",2,2,3,"4.2","Meta-analysis","Reptiles","Turtles",NA,NA,"Caretta caretta","Catch_and_bycatch","Bycatch","Fishing effort",NA,"Recreational","Nets","Gillnet",NA,"Total capture","Mortality","Positive","Seghers",1253
"1121","SW4_1008",2012,"Mediterranean - non CS",">100,000","decade",">100,000","snapshot/no repeat sampling","Other","Data collection from multiple studies ","Analysis of catch rate and mortality rate",2,2,3,"4.2","Meta-analysis","Reptiles","Turtles",NA,NA,"Caretta caretta","Catch_and_bycatch","Bycatch","Fishing effort",NA,"Recreational","Nets","Trammel net",NA,"Total capture","Mortality","Positive","Seghers",1254
"1122","SW4_1086",2011,"CS - North Sea",">100,000","five year",">100,000","snapshot/no repeat sampling","Fisheries Dependent Data","CEFAS fisheries","Aged-based matrix model",2,2,3,"4.2","Modelling/simulation","Fish_cartilaginous","Skates",NA,NA,"Raja clavata","Catch_and_bycatch","Bycatch","Fishing effort",NA,"Commercial","Demersal trawls",NA,"Sole fisheries","Population growth rate","Growth","Multiple","Seghers",1256
"1123","SW4_1090",2011,"Mediterranean - non CS",">100,000","decade",">100,000","year","Regular Fisheries Independent Survey","MEDITS bottom trawl survey","Generalized Additive Models",2,2,3,"None","Fisheries independent survey","Fish_teleost",NA,NA,NA,NA,"Catch_and_bycatch","Target","Fishing effort",NA,"Commercial","Demersal trawls",NA,NA,"Abundance","Abundance/biomass/density","Positive","Seghers",1257
"1124","SW4_1090",2011,"Mediterranean - non CS",">100,000","decade",">100,000","year","Regular Fisheries Independent Survey","MEDITS bottom trawl survey","Generalized Additive Models",2,2,3,"None","Fisheries independent survey","Cephalopods",NA,NA,NA,NA,"Catch_and_bycatch","Target","Fishing effort",NA,"Commercial","Demersal trawls",NA,NA,"Abundance","Abundance/biomass/density","Positive","Seghers",1258
"1125","SW4_1107",2011,"CS - Mediterranean","10,000-50,000","week","10,000-50,000","snapshot/no repeat sampling","Irregular Fisheries Independent Survey","Testing of Turtle Excluding Devices ","ANOVA; Generalized Linear Mixed Model",2,2,3,"4.2","Field experiment","Reptiles","Turtles",NA,NA,NA,"Catch_and_bycatch","Bycatch","Turtle excluder device",NA,"Commercial","Demersal trawls",NA,NA,"Catch rate","Abundance/biomass/density","Negative","Seghers",1259
"1126","SW4_1216",2009,"Mediterranean - non CS","50,000-100,000","multidecadal","50,000-100,000","snapshot/no repeat sampling","Fisheries Dependent Data","Catch data","Mass-balance model (Ecopath with Ecosim)",2,2,3,"4.4","Modelling/simulation","Foodweb",NA,NA,NA,NA,"Catch_and_bycatch","Target","Fishing intensity",NA,"Commercial","Demersal trawls",NA,NA,"Biomass","Abundance/biomass/density","Multiple","Seghers",1262
"1127","SW4_1216",2009,"Mediterranean - non CS","50,000-100,000","multidecadal","50,000-100,000","snapshot/no repeat sampling","Fisheries Dependent Data","Catch data","Mass-balance model (Ecopath with Ecosim)",2,2,3,"4.4","Modelling/simulation","Foodweb",NA,NA,NA,NA,"Catch_and_bycatch","Target","Fishing intensity",NA,"Commercial","Seines","Purse seine",NA,"Biomass","Abundance/biomass/density","Multiple","Seghers",1263
"1128","SW4_1216",2009,"Mediterranean - non CS","50,000-100,000","multidecadal","50,000-100,000","snapshot/no repeat sampling","Fisheries Dependent Data","Catch data","Mass-balance model (Ecopath with Ecosim)",2,2,3,"4.4","Modelling/simulation","Foodweb",NA,NA,NA,NA,"Catch_and_bycatch","Target","Fishing intensity",NA,"Commercial","Hooks_and_lines","Longline",NA,"Biomass","Abundance/biomass/density","Multiple","Seghers",1264
"1129","SW4_1216",2009,"Mediterranean - non CS","50,000-100,000","multidecadal","50,000-100,000","snapshot/no repeat sampling","Fisheries Dependent Data","Catch data","Mass-balance model (Ecopath with Ecosim)",2,2,3,"4.4","Modelling/simulation","Foodweb",NA,NA,NA,NA,"Catch_and_bycatch","Target","Fishing intensity",NA,"Commercial","Hooks_and_lines","Trolling line",NA,"Biomass","Abundance/biomass/density","Multiple","Seghers",1265
"1130","SW4_1228",2009,"CS - North Sea",">100,000","multidecadal",">100,000","snapshot/no repeat sampling","Fisheries Dependent Data","Multiple bycatch studies","Meta-analysis",2,2,3,"4.2","Meta-analysis","Seabirds",NA,NA,NA,NA,"Catch_and_bycatch","Bycatch","Fishing effort",NA,"Recreational","Nets","Gillnet",NA,"Bird mortality","Mortality","Positive","Seghers",1266
"1131","SW4_1228",2009,"CS - Baltic Sea",">100,000","multidecadal",">100,000","snapshot/no repeat sampling","Fisheries Dependent Data","Multiple bycatch studies","Meta-analysis",2,2,3,"4.2","Meta-analysis","Seabirds",NA,NA,NA,NA,"Catch_and_bycatch","Bycatch","Fishing effort",NA,"Recreational","Nets","Gillnet",NA,"Bird mortality","Mortality","Positive","Seghers",1267
"1132","SW4_0190",2020,"Mediterranean - non CS","50,000-100,000","multidecadal","50-100","multidecadal","Visual Analyses of Quadrats/Transects",NA,"GLM _ Gamma Distribution model",1,1,3,"4.3 _ 4.4","Modelling/simulation","Plants","Macrophytes",NA,NA,NA,"Physical disturbance of the seabed",NA,"Catch","Phosphogypsum discharge","Commercial","Seines","Purse seine",NA,"Posidonia cover","Abundance/biomass/density","Negative","Smith",1268
"1133","SW4_0190",2020,"Mediterranean - non CS","50,000-100,000","multidecadal","50-100","multidecadal","Visual Analyses of Quadrats/Transects",NA,"GLM _ Gamma Distribution model",1,1,3,"4.3 _ 4.4","Modelling/simulation","Plants","Macrophytes",NA,NA,NA,"Physical disturbance of the seabed",NA,"Catch","Phosphogypsum discharge","Commercial","Nets",NA,NA,"Posidonia cover","Abundance/biomass/density","Negative","Smith",1269
"1134","SW4_1304",2008,"Mediterranean - non CS",">100,000","two year","100-500","day","Simulated dynamics",NA,"Hydrodynamic model _ resuspension model",1,2,3,"4.3","Modelling/simulation","Physical_habitats",NA,NA,NA,NA,"Physical disturbance of the seabed",NA,"Fishing effort","Wave and currents","Commercial","Demersal trawls","Otter trawl",NA,"Resuspension _ sediment thickness","Other","Negative","Smith",1270
"1135","SW4_1375",2007,"CS - North Sea",">100,000","multidecadal","50,000-100,000","multidecadal","Irregular Fisheries Independent Survey",NA,"Average taxonomic distinctness _ spatial presence",2,2,3,"4.3","Meta-analysis","Benthos","Benthic_epifauna","Other","Unknown","Mollusca _ Crustacea _ Echinodermata _ Polychaeta","Physical disturbance of the seabed",NA,"Landings",NA,"Commercial","Demersal trawls","Otter trawl",NA,"Average taxonomic distinctness _ spatial presence","Biodiversity","Multiple","Smith",1271
"1136","SW4_1375",2007,"CS - North Sea",">100,000","multidecadal","50,000-100,000","multidecadal","Irregular Fisheries Independent Survey",NA,"Average taxonomic distinctness _ spatial presence",2,2,3,"4.3","Meta-analysis","Benthos","Benthic_epifauna","Other","Unknown","Mollusca _ Crustacea _ Echinodermata _ Polychaeta","Physical disturbance of the seabed",NA,"Landings",NA,"Commercial","Demersal trawls","Beam trawl",NA,"Average taxonomic distinctness _ spatial presence","Biodiversity","Multiple","Smith",1272
"1137","SW4_1448",2006,"CS - Western Waters","10,000-50,000","two year","5,000-10,000","year","Irregular Fisheries Independent Survey",NA,"Abundance Biomass Comparison",2,2,1,"4.3","Fisheries independent survey","Benthos","Benthic_epifauna","Other","Mud","Mollusca _ Crustacea _ Echinodermata _ Anthozoa","Physical disturbance of the seabed",NA,"Trawling effort",NA,"Commercial","Demersal trawls","Otter trawl","Nephrops norvegicus ","Abundance _ biomass _ species richness _ Abundance-biomass variable W","Abundance/biomass/density","Multiple","Smith",1273
"1138","SW4_1448",2006,"CS - Western Waters","10,000-50,000","two year","5,000-10,000","year","Irregular Fisheries Independent Survey",NA,"Abundance Biomass Comparison",2,2,1,"4.3","Fisheries independent survey","Benthos","Benthic_epifauna","Sea_pens","Mud","Pennatula phosphorea _ Virgularia mirabilis","Physical disturbance of the seabed",NA,"Trawling effort",NA,"Commercial","Demersal trawls","Otter trawl","Nephrops norvegicus ","Abundance _ biomass _ species richness _ Abundance-biomass variable W","Abundance/biomass/density","Multiple","Smith",1274
"1139","SW4_1464",2006,"CS - North Sea",">100,000","two year","5,000-10,000","half year","Irregular Fisheries Independent Survey",NA,"size-based model _ benthos validation ",2,2,3,"4.3 _ 4.4","Modelling/simulation","Benthos","Benthic_infauna",NA,"Sand",NA,"Physical disturbance of the seabed",NA,"Trawling intensity",NA,"Commercial","Demersal trawls",NA,NA,"Abundance _ biomass _ Abundance-biomass variable W","Abundance/biomass/density","Not specified","Smith",1275
"1140","SW4_1464",2006,"CS - North Sea",">100,000","two year","5,000-10,000","half year","Irregular Fisheries Independent Survey",NA,"size-based model _ benthos validation ",2,2,3,"4.3 _ 4.4","Modelling/simulation","Benthos","Benthic_infauna",NA,"Sand",NA,"Physical disturbance of the seabed",NA,"Trawling intensity",NA,"Commercial","Demersal trawls",NA,NA,"Production","Production/productivity","Not specified","Smith",1276
"1141","SW4_1464",2006,"CS - North Sea",">100,000","two year","5,000-10,000","half year","Irregular Fisheries Independent Survey",NA,"size-based model _ benthos validation ",2,2,3,"4.3 _ 4.4","Modelling/simulation","Benthos","Benthic_infauna",NA,"Sand",NA,"Physical disturbance of the seabed",NA,"Trawling intensity",NA,"Commercial","Demersal trawls",NA,NA,"Species richness","Biodiversity","Not specified","Smith",1277
"1142","SW4_1464",2006,"CS - North Sea",">100,000","two year","5,000-10,000","half year","Irregular Fisheries Independent Survey",NA,"size-based model _ benthos validation ",2,2,3,"4.3 _ 4.4","Modelling/simulation","Benthos","Benthic_epifauna","Other","Sand",NA,"Physical disturbance of the seabed",NA,"Trawling intensity",NA,"Commercial","Demersal trawls",NA,NA,"Biomass","Abundance/biomass/density","Not specified","Smith",1278
"1143","SW4_1464",2006,"CS - North Sea",">100,000","two year","5,000-10,000","half year","Irregular Fisheries Independent Survey",NA,"size-based model _ benthos validation ",2,2,3,"4.3 _ 4.4","Modelling/simulation","Benthos","Benthic_epifauna","Other","Sand",NA,"Physical disturbance of the seabed",NA,"Trawling intensity",NA,"Commercial","Demersal trawls",NA,NA,"Production","Production/productivity","Not specified","Smith",1279
"1144","SW4_1464",2006,"CS - North Sea",">100,000","two year","5,000-10,000","half year","Irregular Fisheries Independent Survey",NA,"size-based model _ benthos validation ",2,2,3,"4.3 _ 4.4","Modelling/simulation","Benthos","Benthic_epifauna","Other","Sand",NA,"Physical disturbance of the seabed",NA,"Trawling intensity",NA,"Commercial","Demersal trawls",NA,NA,"Species richness","Biodiversity","Not specified","Smith",1280
"1145","SW4_1586",2003,"North Sea - non CS","5,000-10,000","year","500-1,000","year","Visual Analyses of Quadrats/Transects",NA,"BACI _ ANOVA",2,2,3,"4.3","Field experiment","Benthos","Benthic_infauna",NA,"Mud",NA,"Physical disturbance of the seabed",NA,"Trawling",NA,"Commercial","Demersal trawls","Otter trawl","Pandalus borealis ","Benthic habitat quality (BHQ)","Other","Negative","Smith",1281
"1146","SW4_1675",2001,"CS - North Sea",">100,000","half year","1,000-5,000","quarter","Irregular Fisheries Independent Survey",NA,"Size spectra _ P:B Comparison",2,2,3,"4.3","Field experiment","Benthos","Benthic_infauna",NA,"Mixed","Mollusca _ Crustacea _ Echinodermata _ Polychaeta","Physical disturbance of the seabed",NA,"Trawling effort",NA,"Commercial","Demersal trawls",NA,NA,"Normalised Size Spectra _ P:B Ratio","Size/age structure","Multiple","Smith",1282
"1147","SW4_1675",2001,"CS - North Sea",">100,000","half year","1,000-5,000","quarter","Irregular Fisheries Independent Survey",NA,"Linear regresssion _ binomial test",2,2,3,"4.3","Field experiment","Benthos","Benthic_infauna",NA,"Mixed","Mollusca _ Crustacea _ Echinodermata _ Polychaeta","Physical disturbance of the seabed",NA,"Trawling effort",NA,"Commercial","Demersal trawls",NA,NA,"Normalised Size Spectra _ P:B Ratio","Abundance/biomass/density","Multiple","Smith",1283
"1148","SW4_1675",2001,"CS - North Sea",">100,000","half year","1,000-5,000","quarter","Irregular Fisheries Independent Survey",NA,"Linear regresssion _ binomial test",2,2,3,"4.3","Field experiment","Benthos","Benthic_infauna",NA,"Mixed","Mollusca _ Crustacea _ Echinodermata _ Polychaeta","Physical disturbance of the seabed",NA,"Trawling effort",NA,"Commercial","Demersal trawls",NA,NA,"Normalised Size Spectra _ P:B Ratio","Production/productivity","Multiple","Smith",1284
"1149","SW4_1675",2001,"CS - North Sea",">100,000","half year","1,000-5,000","quarter","Irregular Fisheries Independent Survey",NA,"Linear regresssion _ binomial test",2,2,3,"4.3","Field experiment","Benthos","Benthic_epifauna","Other","Mixed","Mollusca _ Crustacea _ Echinodermata _ Polychaeta","Physical disturbance of the seabed",NA,"Trawling effort",NA,"Commercial","Demersal trawls",NA,NA,"Normalised Size Spectra _ P:B Ratio","Size/age structure","Negative","Smith",1285
"1150","SW4_1675",2001,"CS - North Sea",">100,000","half year","1,000-5,000","quarter","Irregular Fisheries Independent Survey",NA,"Linear regresssion _ binomial test",2,2,3,"4.3","Field experiment","Benthos","Benthic_epifauna","Other","Mixed","Mollusca _ Crustacea _ Echinodermata _ Polychaeta","Physical disturbance of the seabed",NA,"Trawling effort",NA,"Commercial","Demersal trawls",NA,NA,"Normalised Size Spectra _ P:B Ratio","Abundance/biomass/density","No impact","Smith",1286
"1151","SW4_1675",2001,"CS - North Sea",">100,000","half year","1,000-5,000","quarter","Irregular Fisheries Independent Survey",NA,"Linear regresssion _ binomial test",2,2,3,"4.3","Field experiment","Benthos","Benthic_epifauna","Other","Mixed","Mollusca _ Crustacea _ Echinodermata _ Polychaeta","Physical disturbance of the seabed",NA,"Trawling effort",NA,"Commercial","Demersal trawls",NA,NA,"Normalised Size Spectra _ P:B Ratio","Production/productivity","No impact","Smith",1287
"1152","SW4_1679",2001,"CS - North Sea",">100,000","half year","1,000-5,000","quarter","Irregular Fisheries Independent Survey",NA,"Linear regresssion _ t-test",2,2,3,"4.3 _ 4.4","Field experiment","Benthos","Benthic_infauna",NA,"Mixed","Mollusca _ Crustacea _ Echinodermata _ Polychaeta","Physical disturbance of the seabed",NA,"Trawling effort",NA,"Commercial","Demersal trawls",NA,NA,"d15N _ Body Size","Abundance/biomass/density","Multiple","Smith",1288
"1153","SW4_1679",2001,"CS - North Sea",">100,000","half year","1,000-5,000","quarter","Irregular Fisheries Independent Survey",NA,"Linear regresssion _ t-test",2,2,3,"4.3 _ 4.4","Field experiment","Benthos","Benthic_infauna",NA,"Mixed","Mollusca _ Crustacea _ Echinodermata _ Polychaeta","Physical disturbance of the seabed",NA,"Trawling effort",NA,"Commercial","Demersal trawls",NA,NA,"d15N _ Body Size","Trophic structure","No impact","Smith",1289
"1154","SW4_1679",2001,"CS - North Sea",">100,000","half year","1,000-5,000","quarter","Irregular Fisheries Independent Survey",NA,"Linear regresssion _ t-test",2,2,3,"4.3 _ 4.4","Field experiment","Benthos","Benthic_epifauna","Other","Mixed","Mollusca _ Crustacea _ Echinodermata _ Polychaeta","Physical disturbance of the seabed",NA,"Trawling effort",NA,"Commercial","Demersal trawls",NA,NA,"d15N _ Body Size","Abundance/biomass/density","Multiple","Smith",1290
"1155","SW4_1679",2001,"CS - North Sea",">100,000","half year","1,000-5,000","quarter","Irregular Fisheries Independent Survey",NA,"Linear regresssion _ t-test",2,2,3,"4.3 _ 4.4","Field experiment","Benthos","Benthic_epifauna","Other","Mixed","Mollusca _ Crustacea _ Echinodermata _ Polychaeta","Physical disturbance of the seabed",NA,"Trawling effort",NA,"Commercial","Demersal trawls",NA,NA,"d15N _ Body Size","Trophic structure","No impact","Smith",1291
"1156","SW4_1726",2000,"CS - North Sea",">100,000","five year","10,000-50,000","snapshot/no repeat sampling","Irregular Fisheries Independent Survey",NA,"Species mortality calculation",2,1,2,"4.3","Meta-analysis","Benthos","Benthic_infauna",NA,"Mixed","Mollusca _ Crustacea _ Echinodermata _ Polychaeta","Physical disturbance of the seabed",NA,"Trawling effort",NA,"Commercial","Demersal trawls","Beam trawl",NA,"Fishing mortality","Mortality","Positive","Smith",1293
"1157","SW4_1726",2000,"CS - North Sea",">100,000","five year","10,000-50,000","snapshot/no repeat sampling","Irregular Fisheries Independent Survey",NA,"Species mortality calculation",2,1,2,"4.3","Meta-analysis","Benthos","Benthic_epifauna","Other","Mixed","Mollusca _ Crustacea _ Echinodermata _ Polychaeta","Physical disturbance of the seabed",NA,"Trawling effort",NA,"Commercial","Demersal trawls","Beam trawl",NA,"Fishing mortality","Mortality","Positive","Smith",1294
"1158","SW4_1826",1996,"Mediterranean - non CS","5,000-10,000","two month","50-100","snapshot/no repeat sampling","Visual Analyses of Quadrats/Transects",NA,"ANOVA _ ANOSIM _ SIMPER",3,2,2,"4.3","Field experiment","Plants","Macrophytes",NA,NA,"Posidonia oceanica","Physical disturbance of the seabed",NA,"Trawling",NA,"Commercial","Demersal trawls",NA,NA,"Density _ Cover","Abundance/biomass/density","Multiple","Smith",1296
"1159","SW4_1826",1996,"Mediterranean - non CS","5,000-10,000","two month","50-100","snapshot/no repeat sampling","Visual Analyses of Quadrats/Transects",NA,"ANOVA _ ANOSIM _ SIMPER",3,2,2,"4.3","Field experiment","Fish_teleost","Reef",NA,NA,"Sparidae _ Maenidae _ Mullidae _ Serranidae _ Haemullidae _ Labridae _ Muraenidae _ Pomacentridae","Physical disturbance of the seabed",NA,"Trawling",NA,"Commercial","Demersal trawls",NA,NA,"Species abundance","Abundance/biomass/density","Multiple","Smith",1297
"1160","SW4_1826",1996,"Mediterranean - non CS","5,000-10,000","two month","50-100","snapshot/no repeat sampling","Visual Analyses of Quadrats/Transects",NA,"ANOVA _ ANOSIM _ SIMPER",3,2,2,"4.3","Field experiment","Benthos","Benthic_infauna",NA,"Sand","Crustacea _ Mollusca _ Echinodermata _ Polychaeta","Physical disturbance of the seabed",NA,"Trawling",NA,"Commercial","Demersal trawls",NA,NA,"Species abundance _ richness _ diversity H'","Abundance/biomass/density","Multiple","Smith",1298
"1161","SW4_1574",2003,"CS - Mediterranean","5,000-10,000","quarter","100-500","month","Irregular Fisheries Independent Survey",NA,"Kaplan and Meier _ ANOVA _ Gehan’s Wilcoxon",2,1,3,"4.3","Field experiment","Benthos","Benthic_epifauna","Other","Unknown","Chamelea gallina","Catch_and_bycatch","Non-target","high pressure water jet _ sorting",NA,"Commercial","Dredges","Mechanic dredge","Chamelea gallina","survival _ physiological biomarkers _ cellular responses _ shell damage","Survival","Negative","Spedicato",1299
"1162","SW4_1574",2003,"CS - Mediterranean","5,000-10,000","quarter","100-500","month","Irregular Fisheries Independent Survey",NA,"Kaplan and Meier _ ANOVA _ Gehan’s Wilcoxon",2,1,3,"4.3","Field experiment","Benthos","Benthic_epifauna","Other","Unknown","Chamelea gallina","Catch_and_bycatch","Non-target","low pressure water jet _ no sorting",NA,"Commercial","Dredges","Mechanic dredge","Chamelea gallina","survival _ physiological biomarkers _ cellular responses _ shell damage","Survival","Negative","Spedicato",1300
"1163","SW4_1622",2002,"CS - North Sea","5,000-10,000","two year","500-1,000","half year","Irregular Fisheries Independent Survey",NA,"BACI _ ANOVA _ Power Analysis",2,2,3,"4.3","Field experiment","Benthos","Benthic_infauna",NA,"Mixed","Nematodes","Physical disturbance of the seabed",NA,"short and medium term effects of beam trawling ",NA,"Commercial",NA,NA,NA,"abundance _ biomass","Abundance/biomass/density","No impact","Spedicato",1301
"1164","SW4_1622",2002,"CS - North Sea","5,000-10,000","two year","500-1,000","half year","Irregular Fisheries Independent Survey",NA,"BACI _ ANOVA _ Power Analysis",2,2,3,"4.3","Field experiment","Benthos","Benthic_infauna",NA,"Mixed","Nematodes","Physical disturbance of the seabed",NA,"short and medium term effects of beam trawling ",NA,"Commercial",NA,NA,NA,"Margalef species richness","Biodiversity","No impact","Spedicato",1302
"1165","SW4_1622",2002,"CS - North Sea","5,000-10,000","two year","500-1,000","half year","Irregular Fisheries Independent Survey",NA,"BACI _ Multivariate Analyses _ MANOVA",3,2,3,"4.3","Field experiment","Benthos","Benthic_infauna",NA,"Mixed","Nematodes","Physical disturbance of the seabed",NA,"short and medium term effects of beam trawling ",NA,"Commercial",NA,NA,NA,"Margalef species richness","Community composition","Negative","Spedicato",1303
"1166","SW4_1768",1999,"Mediterranean - non CS",">100,000","year","10,000-50,000","month","Fisheries Dependent Data",NA,"sampling at ports and markets _ % of annual catches",2,2,3,"4.4","Fisheries dependent survey","Fish_teleost","Demersal",NA,"Unknown","Merluccius merluccius","Catch_and_bycatch","Target","fishing gear type _ fleet capacity",NA,"Commercial","Demersal trawls","Otter trawl",NA,"landings by month","Production/productivity","Multiple","Spedicato",1304
"1167","SW4_1768",1999,"Mediterranean - non CS",">100,000","year","10,000-50,000","month","Fisheries Dependent Data",NA,"sampling at ports and markets _ % of annual catches",2,2,3,"4.4","Fisheries dependent survey","Fish_teleost","Demersal",NA,"Unknown","Merluccius merluccius","Catch_and_bycatch","Target","fishing gear type _ fleet capacity",NA,"Commercial","Pelagic trawls","Otter trawl",NA,"landings by month","Production/productivity","Multiple","Spedicato",1305
"1168","SW4_1768",1999,"Mediterranean - non CS",">100,000","year","10,000-50,000","month","Fisheries Dependent Data",NA,"sampling at ports and markets _ % of annual catches",2,2,3,"4.4","Fisheries dependent survey","Fish_teleost","Demersal",NA,"Unknown","Merluccius merluccius","Catch_and_bycatch","Target","fishing gear type _ fleet capacity",NA,"Commercial","Nets","Gillnet","Merluccius merluccius","landings by month","Production/productivity","Multiple","Spedicato",1306
"1169","SW4_1768",1999,"Mediterranean - non CS",">100,000","year","10,000-50,000","month","Fisheries Dependent Data",NA,"sampling at ports and markets _ % of annual catches",2,2,3,"4.4","Fisheries dependent survey","Fish_teleost","Demersal",NA,"Unknown","Merluccius merluccius","Catch_and_bycatch","Target","fishing gear type _ fleet capacity",NA,"Commercial","Hooks_and_lines","Longline","Merluccius merluccius","landings by month","Production/productivity","Multiple","Spedicato",1307
"1170","SW4_1768",1999,"Mediterranean - non CS",">100,000","year","10,000-50,000","month","Fisheries Dependent Data",NA,"sampling at ports and markets _ % of annual catches",2,2,3,"4.4","Fisheries dependent survey","Fish_teleost","Demersal",NA,"Unknown","Mullus spp","Catch_and_bycatch","Target","fishing gear type _ fleet capacity",NA,"Commercial","Demersal trawls","Otter trawl",NA,"landings by month","Production/productivity","Multiple","Spedicato",1308
"1171","SW4_1768",1999,"Mediterranean - non CS",">100,000","year","10,000-50,000","month","Fisheries Dependent Data",NA,"sampling at ports and markets _ % of annual catches",2,2,3,"4.4","Fisheries dependent survey","Fish_teleost","Demersal",NA,"Unknown","Mullus spp","Catch_and_bycatch","Target","fishing gear type _ fleet capacity",NA,"Commercial","Pelagic trawls","Otter trawl",NA,"landings by month","Production/productivity","Multiple","Spedicato",1309
"1172","SW4_1768",1999,"Mediterranean - non CS",">100,000","year","10,000-50,000","month","Fisheries Dependent Data",NA,"sampling at ports and markets _ % of annual catches",2,2,3,"4.4","Fisheries dependent survey","Fish_teleost","Demersal",NA,"Unknown","Mullus spp","Catch_and_bycatch","Target","fishing gear type _ fleet capacity",NA,"Commercial","Nets","Gillnet",NA,"landings by month","Production/productivity","Multiple","Spedicato",1310
"1173","SW4_1768",1999,"Mediterranean - non CS",">100,000","year","10,000-50,000","month","Fisheries Dependent Data",NA,"sampling at ports and markets _ % of annual catches",2,2,3,"4.4","Fisheries dependent survey","Fish_teleost","Demersal",NA,"Unknown","Mullus spp","Catch_and_bycatch","Target","fishing gear type _ fleet capacity",NA,"Commercial","Nets","Trammel net",NA,"landings by month","Production/productivity","Multiple","Spedicato",1311
"1174","SW4_1768",1999,"Mediterranean - non CS",">100,000","year","10,000-50,000","month","Fisheries Dependent Data",NA,"length frequency distributions _ stratified sampling _ Kolmogorov Smirnow two sample test ",2,2,3,"4.4","Fisheries dependent survey","Fish_teleost","Demersal",NA,"Unknown","Merluccius merluccius","Catch_and_bycatch","Target","fishing gear type _ fleet capacity",NA,"Commercial","Demersal trawls","Otter trawl",NA,"size at first maturity","Size/age structure","Negative","Spedicato",1312
"1175","SW4_1768",1999,"Mediterranean - non CS",">100,000","year","10,000-50,000","month","Fisheries Dependent Data",NA,"length frequency distributions _ stratified sampling _ Kolmogorov Smirnow two sample test ",2,2,3,"4.4","Fisheries dependent survey","Fish_teleost","Demersal",NA,"Unknown","Merluccius merluccius","Catch_and_bycatch","Target","fishing gear type _ fleet capacity",NA,"Commercial","Pelagic trawls","Otter trawl",NA,"size at first maturity","Size/age structure","Negative","Spedicato",1313
"1176","SW4_1768",1999,"Mediterranean - non CS",">100,000","year","10,000-50,000","month","Fisheries Dependent Data",NA,"length frequency distributions _ stratified sampling _ Kolmogorov Smirnow two sample test ",2,2,3,"4.4","Fisheries dependent survey","Fish_teleost","Demersal",NA,"Unknown","Merluccius merluccius","Catch_and_bycatch","Target","fishing gear type _ fleet capacity",NA,"Commercial","Nets","Gillnet","Merluccius merluccius","size at first maturity","Size/age structure","No impact","Spedicato",1314
"1177","SW4_1768",1999,"Mediterranean - non CS",">100,000","year","10,000-50,000","month","Fisheries Dependent Data",NA,"length frequency distributions _ stratified sampling _ Kolmogorov Smirnow two sample test ",2,2,3,"4.4","Fisheries dependent survey","Fish_teleost","Demersal",NA,"Unknown","Merluccius merluccius","Catch_and_bycatch","Target","fishing gear type _ fleet capacity",NA,"Commercial","Hooks_and_lines","Longline","Merluccius merluccius","size at first maturity","Size/age structure","No impact","Spedicato",1315
"1178","SW4_1768",1999,"Mediterranean - non CS",">100,000","year","10,000-50,000","month","Fisheries Dependent Data",NA,"length frequency distributions _ stratified sampling _ Kolmogorov Smirnow two sample test ",2,2,3,"4.4","Fisheries dependent survey","Fish_teleost","Demersal",NA,"Unknown","Mullus spp","Catch_and_bycatch","Target","fishing gear type _ fleet capacity",NA,"Commercial","Demersal trawls","Otter trawl",NA,"size at first maturity","Size/age structure","Multiple","Spedicato",1316
