interaction_type,AC,poll_question,user_id,where,who,gender,poll_option_orig,poll_option_recoded_close_to_original,poll_option_recoded_lower_resolution,poll_option_coarse_recoding,impacts_on_item_of_column_I,system,WP2,WP3,WP4,WP5,WP6,nr_WPs,,,duplicated_in_col-J_poll_option_recoded_lower_resolution,,Row_number,Row_static
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,tourism,tourism,tourism&recreation,wellbeing,NA,social,1,0,0,0,1,2,,,recreational use,0,7,1191
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,tourism,tourism,tourism&recreation,wellbeing,NA,social,1,0,0,0,1,2,,,recreational use,0,8,1192
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,tourism,tourism,tourism&recreation,wellbeing,NA,social,1,0,0,0,1,2,,,recreational use,0,9,1193
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,marine recreational fishi,recreational fishing,tourism&recreation,wellbeing,NA,social,1,1,0,1,1,4,,,recreational use,0,10,1230
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,recreational fishing,recreational fishing,tourism&recreation,wellbeing,NA,social,1,1,0,1,1,4,,,recreational use,0,11,1251
individual,kickoff,NA,user_dia009,Western_waters,Scientist,NA,recreational use,recreational use,tourism&recreation,wellbeing,NA,social,1,0,0,0,1,2,,,recreational use,0,12,1383
individual,kickoff,NA,BSsci08,Baltic_Sea,Scientist,Man,"Demersal fishßFisheries, Predation (Cannibalism, Mammals,Cod still important?, Benthos, Oxygen, Temperature (warming 0.8 deg/10yrs Western Baltic coastal areas), hobby fishersßClimate Change, Eutrophication, increase in mammals",recreational fishing,tourism&recreation,wellbeing,,social,1,1,0,1,1,4,,,,,13,1736
individual,kickoff,NA,BSsci08,Baltic_Sea,Scientist,Man,Tourism ß limit hobby fisheries,tourism,tourism&recreation,wellbeing,,social,1,0,0,0,1,2,,,,,14,1751
cloud,kickoff,Which social items would you like advice on?,NA,Baltic_Sea,Scientist,NA,sea related tourism,tourism,tourism&recreation,wellbeing,,social,1,0,0,0,1,2,,,,,15,1820
cloud,kickoff,Which social items would you like advice on?,NA,Baltic_Sea,Scientist,NA,impacts on touristic/angling sector,tourism,tourism&recreation,wellbeing,,social,1,0,0,0,1,2,,,,,16,1823
cloud,kickoff,Which social items would you like advice on?,NA,Baltic_Sea,Scientist,NA,impacts on touristic/angling sector,recreational fishing,tourism&recreation,wellbeing,,social,1,1,0,1,1,4,,,,,17,1824
cloud,kickoff,Which social items would you like advice on?,NA,Baltic_Sea,Scientist,NA,tourism hotspots,tourism,tourism&recreation,wellbeing,,social,1,0,0,0,1,2,,,,,18,1825
cloud,kickoff,Which social items would you like advice on?,NA,Baltic_Sea,Scientist,NA,"tourism (fisheries, coastal tourism hot spots)",tourism,tourism&recreation,wellbeing,,social,1,0,0,0,1,2,,,,,19,1827
cloud,kickoff,Which social items would you like advice on?,NA,Baltic_Sea,Scientist,NA,"tourism (fisheries, coastal tourism hot spots)",recreational fishing,tourism&recreation,wellbeing,,social,1,1,0,1,1,4,,,,,20,1828
cloud,kickoff,Which social items would you like advice on?,NA,North_Sea,Scientist,NA,Tourism,tourism,tourism&recreation,wellbeing,,social,1,0,0,0,1,2,,,,,21,1921
cloud,kickoff,Which items would you like to know the impact of?,NA,North_Sea,Scientist,NA,Recreational fisheries,recreational fishing,tourism&recreation,wellbeing,,social,1,1,0,1,1,4,,,,,22,1989
cloud,kickoff,Which items would you like to know the impact of?,NA,North_Sea,Scientist,NA,Recreational fisheries,recreational fishing,tourism&recreation,wellbeing,,social,1,1,0,1,1,4,,,,,23,1990
individual,kickoff,NA,K2,Mediterranean,Scientist,Woman,Tourism,tourism,tourism&recreation,wellbeing,"Fish stocks, PETs, litter",social,1,0,0,0,1,2,,,,,24,2069
individual,kickoff,NA,K4,Mediterranean,Scientist,Man,Tourist sector,tourism,tourism&recreation,wellbeing,,social,1,0,0,0,1,2,,,,,25,2113
individual,kickoff,NA,K12,Mediterranean,Scientist,NA,Recreational fishery,recreational fishing,tourism&recreation,wellbeing,Biodiversity conservation,social,1,1,0,1,1,4,,,,,26,2189
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,recreation,recreation,tourism&recreation,wellbeing,,social,1,0,0,0,1,2,,,,,27,2297
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,Tourism,tourism,tourism&recreation,wellbeing,,social,1,0,0,0,1,2,,,,,28,2309
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,Leisure,leisure,tourism&recreation,wellbeing,,social,1,0,0,0,1,2,,,,,29,2310
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,Leisure,leisure,tourism&recreation,wellbeing,,social,1,0,0,0,1,2,,,,,30,2311
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,recreational fishery,recreational fishing,tourism&recreation,wellbeing,,social,1,1,0,1,1,4,,,,,31,2324
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,Tourism,tourism,tourism&recreation,wellbeing,,social,1,0,0,0,1,2,,,,,32,2325
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,recreational fishing,recreational fishing,tourism&recreation,wellbeing,,social,1,1,0,1,1,4,,,,,33,2339
individual,Greek,NA,G11,Mediterranean,NGO,,recreational fishery,recreational fishing,tourism&recreation,wellbeing,"small scale fishery, medium scale fishery",social,1,1,0,1,1,4,,,,,34,2473
individual,Greek,NA,G12,Mediterranean,NGO,,fishing tourism,fishing tourism,tourism&recreation,wellbeing,small scale fishery,social,1,0,0,1,1,3,,,,,35,2489
individual,Greek,NA,G12,Mediterranean,NGO,,recreational fishery,recreational fishing,tourism&recreation,wellbeing,"profits, people, jobs, local communities, overfishing",social,1,1,0,1,1,4,,,,,36,2499
individual,Greek,NA,G14,Mediterranean,other,Man,fishing tourism,fishing tourism,tourism&recreation,wellbeing,socio-economic impact,social,1,0,0,0,1,2,,,,,37,2527
individual,Greek,NA,G16,Mediterranean,industry,Man,recreational fishery,recreational fishing,tourism&recreation,wellbeing,"small scale fishery, fishery economy, local communities, people",social,1,1,0,1,1,4,,,,,38,2569
individual,Greek,NA,G16,Mediterranean,industry,Man,fishing tourism,fishing tourism,tourism&recreation,wellbeing,"fishery economy, local communities, people",social,1,1,0,1,1,4,,,,,39,2574
individual,Greek,NA,G17,Mediterranean,industry,Man,recreational fishery,recreational fishing,tourism&recreation,wellbeing,small scale fishery,social,1,1,0,1,1,4,,,,,40,2576
individual,Greek,NA,G17,Mediterranean,industry,Man,"aquaculture, mass tourism",tourism,tourism&recreation,wellbeing,"space, pollution, litter",social,1,0,0,1,1,3,,,,,41,2580
individual,Greek,NA,G17,Mediterranean,industry,Man,fishing tourism,fishing tourism,tourism&recreation,wellbeing,"Lowering fishing pressure, enhance succession, employment opportunity for women and young people",social,1,1,0,1,1,4,,,,,42,2591
individual,BSAC,NA,BS_2,Baltic_sea,NGO,Man,recreation,recreation,tourism&recreation,wellbeing,,social,1,0,0,0,1,2,,,,,,
cloud,BSAC,Which social items would you like advice on?,d09a912730e6454d74814ecf2d5abaa8badf9dd2,Baltic_sea,scientist,Woman,Recreation,recreation,tourism&recreation,wellbeing,,social,1,0,0,0,1,2,,,,,,
cloud,BSAC,Which items would you like to know the impact of?,c2ded26e76aca84cb0d50b809359e243e7962a8e,Baltic_sea,Other,Woman,Other users than fishing,other users than fishing,tourism&recreation,wellbeing,,social,1,0,0,0,1,2,,,,,,
cloud,BSAC,Which ecological items would you like advice on?,5c6d846179474e1cc7ab0fb5baf741f01b4d33cf,"Baltic_sea, North_sea",NGO,Man,recreation,recreation,tourism&recreation,wellbeing,,social,1,0,0,0,1,2,,,,,,
cloud,BSAC,Which social items would you like advice on?,5c6d846179474e1cc7ab0fb5baf741f01b4d33cf,"Baltic_sea, North_sea",NGO,Man,Recreation,recreation,tourism&recreation,wellbeing,,social,1,0,0,0,1,2,,,,,,
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,trade offs,trade-offs,trade-offs,management,,social,1,0,0,0,1,2,,,,,1,252
cloud,NSAC,Which ecological items would you like advice on?,3c02f13bbe12d5c53baa5e29ba077425163b1a09,North_Sea,,,"Social: conflicts, opportunities, synergies",conflicts,trade-offs,management,,social,1,0,0,0,1,2,,,,,2,307
cloud,NSAC,Which social items would you like advice on?,3c02f13bbe12d5c53baa5e29ba077425163b1a09,North_Sea,,,"conflicts, opportunities, synergies",conflicts,trade-offs,management,,social,1,0,0,0,1,2,,,,,3,316
individual,NWWAC,NA,user005,Western_waters,Industry,Man,les bonnes pratiques des professionnels + nécessaire protection du milieu,trade-offs,trade-offs,management,NA,social,1,0,0,0,1,2,,,tradeoffs,0,4,899
cloud,kickoff,Which social items would you like advice on?,NA,Western_waters,Scientist,NA,Trade-offs,trade-offs,trade-offs,management,NA,social,1,0,0,0,1,2,,,tradeoffs,0,5,1116
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,Trade-offs,trade-offs,trade-offs,management,NA,social,1,0,0,0,1,2,,,tradeoffs,0,6,1227
individual,kickoff,NA,user_dia001,Western_waters,Scientist,NA,benthic impacts tradeoff with fisheries benefits,trade-offs,trade-offs,management,NA,social,1,0,0,0,1,2,,,tradeoffs,0,7,1283
individual,kickoff,NA,user_dia004,North_Sea/Western_waters,Scientist,NA,"interactions between pressures and seabed services (carbon, food provision, nutrient cycling) + PIC: seabed function, services and biodiversity",trade-offs,trade-offs,management,"human activities, benthic habitats",ecological,0,1,1,0,1,3,,,benthic habitat impact,0,8,1321
individual,kickoff,NA,BSsci03,Baltic_Sea,Scientist,Woman,trade-offs,trade-offs,trade-offs,management,thresholds for loss and advers effects/GES on ecosystem components,social,1,0,0,0,1,2,,,,,9,1621
individual,kickoff,NA,BSsci05,Baltic_Sea,Scientist,Man,tradeoffs/scenarios for ensuring human welfare,trade-offs,trade-offs,management,,social,1,0,0,0,1,2,,,,,10,1678
cloud,kickoff,Which social items would you like advice on?,NA,Baltic_Sea,Scientist,NA,trade-offs between spatial use and habitat quality/GES,trade-offs,trade-offs,management,,social,1,0,0,0,1,2,,,,,11,1814
individual,kickoff,NA,K7,Mediterranean,Scientist,Man,Would  like to get advice on how best management option is influenced by the relative importance given to management objectives (expressed as performance indicators),trade-offs,trade-offs,management,,social,1,0,0,0,1,2,,,,,12,2166
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,Conflicts,conflicts,trade-offs,management,,social,1,0,0,0,1,2,,,,,13,2290
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,Conflicts,conflicts,trade-offs,management,,social,1,0,0,0,1,2,,,,,14,2291
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,Challenges,trade-offs,trade-offs,management,,social,1,0,0,0,1,2,,,,,15,2292
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,trade offs,trade-offs,trade-offs,management,,social,1,0,0,0,1,2,,,,,16,2294
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,Preferences/TradeOffs,trade-offs,trade-offs,management,,social,1,0,0,0,1,2,,,,,17,2305
individual,kickoff,NA,K5,Mediterranean,Scientist,Woman,Marine traphic,marine traffic,shipping,non-fishing maritime activities,,social,1,0,0,0,1,2,,,,,18,2124
cloud,NWWAC,Which items would you like to know the impact of?,f2ea37c32f0eb32a3e6a9ff83c94a6584fce4e3d,NA,NA,NA,Trawling,trawling,bottom trawling,fisheries,NA,fisheries,1,0,0,0,1,2,,,bottom trawling,0,19,780
cloud,NWWAC,Which items would you like to know the impact of?,d5d241bc55ea2dc00f95039ec1514915976c1abc,Baltic_Sea/Mediterranean/North_Sea/Western_waters,NGO,Man,trawling,trawling,bottom trawling,fisheries,benthic habitat,fisheries,1,0,0,0,1,2,,,bottom trawling,0,20,781
cloud,PELAC,Which non-commercial species and habitats would you like know the effect of fishing on? ,a25759372c3dbbc30c54dc97b7f3fe1e087b5a72,North_Sea,other,Woman,Sea turtles,turtles,turtles,PETS,,ecological,0,0,1,0,1,2,,,,,21,436
individual,NWWAC,NA,user003,Western_waters,Industry,Woman,PIC: turtles,turtles,turtles,PETS,NA,ecological,0,0,1,0,1,2,,,PET species,0,22,847
individual,SWWAC,NA,user006,Western_waters,NGO,Woman,"estado de las poblaciones sensible (mamíferos, aves, tortugas, tiburones)",turtles,turtles,PETS,encourage fishing that benefits society the most: fair and sustainable,ecological,0,0,1,0,1,2,,,sensitive species and habitats,0,23,923
individual,SWWAC,NA,user008,Western_waters,Policy maker,Woman,PIC: turtles,turtles,turtles,PETS,NA,ecological,0,0,1,0,1,2,,,PET species,0,24,973
individual,kickoff,NA,K2,Mediterranean,Scientist,Woman,sea turtle (icon),turtles,turtles,PETS,"EBM, MPAs",ecological,0,0,1,0,1,2,,,,,25,2082
individual,kickoff,NA,K5,Mediterranean,Scientist,Woman,sea turtle (icon),turtles,turtles,PETS,,ecological,0,0,1,1,1,3,,,,,26,2119
individual,kickoff,NA,K13,Mediterranean,Scientist,NA,Biodiversity conservation/shark icon/turtle icon/benthic icon,turtles,turtles,PETS,,ecological,0,0,1,1,1,3,,,,,27,2193
individual,kickoff,NA,K12,Mediterranean,Scientist,NA,Ecosystem conservation/turtle icon/benthic icon/MPA icon,turtles,turtles,PETS,,ecological,0,0,1,1,1,3,,,,,28,2204
individual,kickoff,NA,K15,Mediterranean,Scientist,Man,MPA for PET species/doplhin icon/turtle icon/MPA icon,turtles,turtles,PETS,jobs,ecological,0,0,1,1,1,3,,,,,29,2257
individual,Greek,NA,G12,Mediterranean,NGO,,turtle (icon),turtles,turtles,PETS,small scale fishery,ecological,0,0,1,1,1,3,,,,,30,2485
individual,Greek,NA,G13,Mediterranean,manager,Woman,sea turtles,turtles,turtles,PETS,small scale fishery gear,ecological,0,0,1,1,1,3,,,,,31,2521
individual,Greek,NA,G14,Mediterranean,other,Man,sea turtles,turtles,turtles,PETS,small scale fishery gear,ecological,0,0,1,1,1,3,,,,,32,2534
individual,Greek,NA,G16,Mediterranean,industry,Man,turtles,turtles,turtles,PETS,small scale fishing nets,ecological,0,0,1,1,1,3,,,,,33,2571
individual,kickoff,NA,NSSCI04,North_Sea/Western_waters,Scientist,Woman,fishing vessel ,fishing vessels,vessels,fisheries,,fisheries,1,0,0,0,1,2,,,,,34,60
individual,NWWAC,NA,user002,Western_waters,Industry,Man,pêche vivante,healthy fishery,economic viability,economy,short supply chain,social,1,0,0,0,1,2,,,"sustainable fisheries (assessment, certification, etc)",0,35,807
cloud,kickoff,Which social items would you like advice on?,NA,Western_waters,Scientist,NA,wages,wages,wages,economy,NA,social,1,0,0,0,1,2,,,profitable fisheries (costs and revenues),0,36,1112
cloud,kickoff,Which social items would you like advice on?,NA,Western_waters,Scientist,NA,wages,wages,wages,economy,NA,social,1,0,0,0,1,2,,,profitable fisheries (costs and revenues),0,37,1113
individual,kickoff,NA,BSsci03,Baltic_Sea,Scientist,Woman,economic income/sociatal capital,wages,wages,economy,,social,1,0,0,0,1,2,,,,,38,1619
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,stable wages,wages,wages,economy,,social,1,0,0,0,1,2,,,,,39,2306
cloud,kickoff,Which social items would you like advice on?,NA,Mediterranean,Scientist,NA,Average wage,wages,wages,economy,,social,1,0,0,0,1,2,,,,,40,2313
cloud,kickoff,Which items would you like to know the impact of?,NA,Mediterranean,Scientist,NA,income diversification,wages,wages,economy,,social,1,0,0,0,1,2,,,,,41,2323
individual,Italian,NA,I9,Mediterranean,industry,Man,fishery incomes and job,wages,wages,economy,fishery incomes and job,social,1,0,0,0,1,2,,,,,42,2453
individual,Greek,NA,G12,Mediterranean,NGO,,low incomes,wages,wages,economy,small scale fishery,social,1,0,0,0,1,2,,,,,43,2490
cloud,kickoff,Which social items would you like advice on?,NA,Western_waters,Scientist,NA,social happiness,social happiness,wellbeing,wellbeing,NA,social,1,0,0,0,1,2,,,"well-being of fishers (working conditions, safety onboard, etc.)",0,44,1084
cloud,kickoff,Which social items would you like advice on?,NA,Western_waters,Scientist,NA,social happiness,social happiness,wellbeing,wellbeing,NA,social,1,0,0,0,1,2,,,"well-being of fishers (working conditions, safety onboard, etc.)",0,45,1085
cloud,kickoff,Which social items would you like advice on?,NA,Western_waters,Scientist,NA,social happiness,social happiness,wellbeing,wellbeing,NA,social,1,0,0,0,1,2,,,"well-being of fishers (working conditions, safety onboard, etc.)",0,46,1086
cloud,kickoff,Which social items would you like advice on?,NA,North_Sea,Scientist,NA,Benefits of healthy ecosystem to mental well-being,wellbeing,wellbeing,wellbeing,,social,1,0,0,0,1,2,,,,,47,1940
cloud,kickoff,Which social items would you like advice on?,NA,North_Sea,Scientist,NA,wellbeing,wellbeing,wellbeing,wellbeing,,social,1,0,0,0,1,2,,,,,48,1956
cloud,kickoff,Which social items would you like advice on?,NA,North_Sea,Scientist,NA,Human well-being ,human well-being ,wellbeing,wellbeing,,social,1,0,0,0,1,2,,,,,49,1970
cloud,kickoff,Which social items would you like advice on?,NA,North_Sea,Scientist,NA,Human well-being ,human well-being ,wellbeing,wellbeing,,social,1,0,0,0,1,2,,,,,50,1971
individual,Italian,NA,I5,Mediterranean,other,Man,citizen well-being,citizen well-being,wellbeing,wellbeing,,social,1,0,0,0,1,2,,,,,51,2418
individual,kickoff,NA,NSSCI02,North_Sea,Scientist,Man,windfarms,windfarms,windfarms,spatial management,,social,0,0,0,1,1,2,,,,,52,17
individual,kickoff,NA,NSSCI03,North_Sea,Scientist,Woman,windfarms,windfarms,windfarms,spatial management,"MPAs, fishing vessel",social,0,0,0,1,1,2,,,,,53,49
individual,kickoff,NA,NSSCI04,North_Sea/Western_waters,Scientist,Woman,windfarms,windfarms,windfarms,spatial management,,social,0,0,0,1,1,2,,,,,54,61
individual,kickoff,NA,NSSCI04,North_Sea/Western_waters,Scientist,Woman,"Impacts of forcing (Climate, fishing, OWFs)",windfarms,windfarms,spatial management,,social,0,0,0,1,1,2,,,,,55,68
individual,kickoff,NA,NSSCI06,North_Sea,Scientist,Man,windfarms,windfarms,windfarms,spatial management,benthic habitats,social,0,0,0,1,1,2,,,,,56,128
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,Windmills/artificialization,windfarms,windfarms,spatial management,fishing zones,social,0,0,0,1,1,2,,,,,57,143
individual,PELAC,NA,NSSta02,North_Sea,other,Woman,windfarms,windfarms,windfarms,spatial management,,social,0,0,0,1,1,2,,,,,58,197
individual,NSAC,NA,NSSta03,North_Sea,industry,Man,windfarms,windfarms,windfarms,spatial management,"cod, herring",social,0,0,0,1,1,2,,,,,59,208
individual,NSAC,NA,NSSta04,North_Sea,industry,Man,windfarms,windfarms,windfarms,spatial management,,social,0,0,0,1,1,2,,,,,60,217
individual,PELAC,NA,NSSta05,North_Sea,industry,Man,windfarms,windfarms,windfarms,spatial management,,social,0,0,0,1,1,2,,,,,61,256
individual,PELAC,NA,NSSta06,North_Sea,industry,Man,windfarms,windfarms,windfarms,spatial management,,social,0,0,0,1,1,2,,,,,62,279
cloud,NSAC,Which ecological items would you like advice on?,bfd760d9251a2f862ca59198645ca5b929967588,North_Sea,,,windfarms,windfarms,windfarms,spatial management,,social,0,0,0,1,1,2,,,,,63,290
cloud,NSAC,Which ecological items would you like advice on?,204dff040a0b7a2a740e1a4ad20618930b0c818d,North_Sea,industry,Man,Marinewindfarms,windfarms,windfarms,spatial management,,social,0,0,0,1,1,2,,,,,64,356
cloud,NSAC,Which ecological items would you like advice on?,1bb22eb3e633026f02445d6e5ed2995a13b379e1,North_Sea,industry,Man,windfarms,windfarms,windfarms,spatial management,,social,0,0,0,1,1,2,,,,,65,361
cloud,NSAC,Which ecological items would you like advice on?,b5e09a23ef1db0a1a0102ad10789c46ad970e0ca,North_Sea,,,"windfarms, ",windfarms,windfarms,spatial management,,social,0,0,0,1,1,2,,,,,66,366
cloud,NSAC,Which ecological items would you like advice on?,85cafd398c5f6cb40c6ea5203b03d4c38bc94841,North_Sea,industry,Woman,windfarms ,windfarms ,windfarms,spatial management,,social,0,0,0,1,1,2,,,,,67,371
cloud,PELAC,Which ecological items would you like advice on?,95e7c067dd21e6402caf98eeddc75b524bbdb929,North_Sea/Western_waters,scientist,Man,impacts of windfarms,windfarms,windfarms,spatial management,,social,0,0,0,1,1,2,,,,,68,375
cloud,PELAC,Which items would you like to know the impact of?,95e7c067dd21e6402caf98eeddc75b524bbdb929,North_Sea/Western_waters,scientist,Man,Windfarms,windfarms,windfarms,spatial management,,social,0,0,0,1,1,2,,,,,69,412
cloud,PELAC,Which items would you like to know the impact of?,905d71b10d8284d0f9884ae707856c2de4fec2b7,North_Sea/Mediterranean,manager,Man,Windfarms,windfarms,windfarms,spatial management,,social,0,0,0,1,1,2,,,,,70,422
cloud,SWWAC,Which ecological items would you like advice on?,7a82262fdb90b41e7471755877642fd52b1417f7,Western_waters,Other,Woman,WIND ENERGY OFF SHORE IMPACT,windfarms,windfarms,spatial management,NA,social,1,0,0,1,1,3,,,windfarms,0,71,573
cloud,NWWAC,Which items would you like to know the impact of?,ac3f4cdb9c82b7c02745c613b175f95ee37fffaa,Western_waters,Industry,Man,Windfarm,windfarms,windfarms,spatial management,NA,social,1,0,0,1,1,3,,,windfarms,0,72,574
cloud,NWWAC,Which items would you like to know the impact of?,0137843434b5cc8a526681f5af47b323e25f9310,North_Sea/Western_waters,Industry,Man,WindfarmS,windfarms,windfarms,spatial management,NA,social,1,0,0,1,1,3,,,windfarms,0,73,575
cloud,NWWAC,Which items would you like to know the impact of?,f2ea37c32f0eb32a3e6a9ff83c94a6584fce4e3d,NA,NA,NA,Windfarms,windfarms,windfarms,spatial management,NA,social,1,0,0,1,1,3,,,windfarms,0,74,576
cloud,NWWAC,Which ecological items would you like advice on?,f2ea37c32f0eb32a3e6a9ff83c94a6584fce4e3d,NA,NA,NA,Wwindfarmsimpact,windfarms,windfarms,spatial management,NA,social,1,0,0,1,1,3,,,windfarms,0,75,577
cloud,SWWAC,Which items would you like to know the impact of?,f0abf06de383b48892eaa9225541034ac050fd79,Western_waters,NGO,Man,electromagnetisme wind turbine effects ,windfarms,windfarms,spatial management,NA,social,1,0,0,1,1,3,,,windfarms,0,76,578
cloud,NWWAC,Which items would you like to know the impact of?,b8f5be0850d25150ceea8d665b7d248de8a4b564,NA,NA,NA,offshore wind energy development,windfarms,windfarms,spatial management,NA,social,1,0,0,1,1,3,,,windfarms,0,77,579
cloud,NWWAC,Which items would you like to know the impact of?,e2c26f02983f50e8cba73289f6cf35a3ff359392,Western_waters,Other,Woman,offshore wind energy development,windfarms,windfarms,spatial management,NA,social,1,0,0,1,1,3,,,windfarms,0,78,580
cloud,NWWAC,Which items would you like to know the impact of?,3314af20b6c1a8d335ddceb23b2c34dbb1620842,Western_waters,Industry,Man,Impact of windfarms and seismic activity ,windfarms,windfarms,spatial management,NA,social,1,0,0,1,1,3,,,oil and gas,0,79,620
individual,NWWAC,NA,user001,North_Sea/Western_waters,Industry,Man,Impact on demersal fish species in the North Sea due to wind farm development,windfarms,windfarms,spatial management,stock status,social,1,0,0,1,1,3,,,windfarms,0,80,796
individual,NWWAC,NA,user002,Western_waters,Industry,Man,PIC: windfarms,windfarms,windfarms,spatial management,NA,social,1,0,0,1,1,3,,,windfarms,0,81,816
individual,NWWAC,NA,user003,Western_waters,Industry,Woman,PIC: windfarms + impact sur l'environnement marin: nuages sédiments,windfarms,windfarms,spatial management,PET spp,social,1,0,0,1,1,3,,,windfarms,0,82,858
individual,SWWAC,NA,user008,Western_waters,Policy maker,Woman,PIC: windfarms,windfarms,windfarms,spatial management,"economics, plankton, sharks, rays, hake, seabream, flatfish, anglerfish, seabirds, marine mammals",social,1,0,0,1,1,3,,,windfarms,0,83,958
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,Offshore wind development,windfarms,windfarms,spatial management,NA,social,1,0,0,1,1,3,,,windfarms,0,84,1197
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,Offshore wind development,windfarms,windfarms,spatial management,NA,social,1,0,0,1,1,3,,,windfarms,0,85,1198
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,Offshore wind development,windfarms,windfarms,spatial management,NA,social,1,0,0,1,1,3,,,windfarms,0,86,1199
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,Wind parks,windfarms,windfarms,spatial management,NA,social,1,0,0,1,1,3,,,windfarms,0,87,1204
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,Wind parks,windfarms,windfarms,spatial management,NA,social,1,0,0,1,1,3,,,windfarms,0,88,1205
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,Windfarms,windfarms,windfarms,spatial management,NA,social,1,0,0,1,1,3,,,windfarms,0,89,1208
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,Windfarms,windfarms,windfarms,spatial management,NA,social,1,0,0,1,1,3,,,windfarms,0,90,1209
individual,kickoff,NA,user_dia003,Western_waters,Scientist,NA,PIC: windfarms,windfarms,windfarms,spatial management,NA,social,1,0,0,1,1,3,,,windfarms,0,91,1316
individual,kickoff,NA,user_dia004,North_Sea/Western_waters,Scientist,NA,"impacts of forcing (climate, fishing, OWFs) + PIC: windfarms",windfarms,windfarms,spatial management,NA,social,1,0,0,1,1,3,,,windfarms,0,92,1325
individual,kickoff,NA,user_dia005,Western_waters,Scientist,NA,interactions of ORE/MPAs?fishing,windfarms,windfarms,spatial management,NA,social,1,0,0,1,1,3,,,windfarms,0,93,1338
individual,kickoff,NA,user_dia010,Western_waters,Scientist,NA,"multi-uses, competition for space but not only (reserve effects, sea floor perturbations, pollution…)",windfarms,windfarms,spatial management,NA,social,1,0,0,0,1,2,,,windfarms,0,94,1401
individual,kickoff,NA,user_dia013,Western_waters,Scientist,NA,PIC: windfarms,windfarms,windfarms,spatial management,NA,social,1,0,0,1,1,3,,,windfarms,0,95,1483
individual,kickoff,NA,user_dia014,Western_waters,Scientist,NA,Windfarms,windfarms,windfarms,spatial management,benthic habitat,social,1,0,0,1,1,3,,,windfarms,0,96,1518
individual,kickoff,NA,user_dia016,Western_waters,Scientist,NA,Are marine renewables good or bad? + PIC: windfarms,windfarms,windfarms,spatial management,NA,social,1,0,0,1,1,3,,,marine renewables,0,97,1537
individual,kickoff,NA,BSsci02,Baltic_Sea,Scientist,Man,PIC:windfarms,windfarms,windfarms,spatial management,,social,1,0,0,1,1,3,,,,,98,1586
individual,kickoff,NA,BSsci03,Baltic_Sea,Scientist,Woman,"physical structures: windfarms, gas pipes, coastal defence, fish farms, etc.",windfarms,windfarms,spatial management,"loss, adverse effects on state, economic income/sociatal capital",social,1,0,0,1,1,3,,,,,99,1615
individual,kickoff,NA,BSsci03,Baltic_Sea,Scientist,Woman,"environmental drivers/interactions (temp, sal, substrate, oxygen, hydrography, wind)",wind,windfarms,spatial management,"models, ecological interactions, cummulative effects",ecological,0,1,1,1,1,4,,,,,100,1647
individual,kickoff,NA,BSsci05,Baltic_Sea,Scientist,Man,PIC: windfarms,windfarms,windfarms,spatial management,"benthic habitats, food",social,1,0,0,1,1,3,,,,,101,1672
individual,kickoff,NA,BSsci08,Baltic_Sea,Scientist,Man,Wind parks ß check with nesting sites for birds,windfarms,windfarms,spatial management,,social,1,0,0,1,1,3,,,,,102,1752
