SW.ID;SearchID;Authors;Title;Year;Source.title;Volume;Issue;Page.start;Page.end;DOI;Link;Abstract;Language;Document.Type;Open.Access;Database;Exclusion.Criteria;Region;Scale...Spatial..m.;Scale...Temporal;Resolution...Spatial..m.;Resolution...Temporal;Sampling.Method.used.for.data.collection;Description.Other.Sampling.Method;Analytical.method.used.for.inference;Quality...Spatial..relative.1.3.;Quality...Temporal;Quality...Methods;Concluding.statement.or.quotable.quote;Comments;WP4.task;Study.type;Ecosystem.component_level1;Ecosystem.component_level2;Ecosystem.component_level3;Ecosystem.component_benthos_sediment;Species.taxonomic.group.s.;Pressure.type;Pressure_level;Pressure_variable;Pressure_other;Fishery.type;Gear_level1;Gear_level2;Target.species_metier;Response.variable_paper;Response.variable_category;Direction.of.relationship;Magnitude.of.relationship;Reader
SW4_0688;E4;Krumholz J.S., Brennan M.L.;Fishing for common ground: Investigations of the impact of trawling on ancient shipwreck sites uncovers a potential for management synergy;2015;Marine Policy;61;;127;133;10.1016/j.marpol.2015.07.009;;Maximizing social and economic benefits from fisheries and protecting culturally significant archaeological sites are management goals often viewed to be at odds with eachother. However, a potential for management synergy arises if fisheries related benefits can be associated with the protection of shipwreck sites. This study reviews fish abundance and community assemblage on several ancient shipwreck sites in the Aegean Sea. In this region, the presence or absence of fishing has been correlated to shipwreck condition. The results indicate that, on average, wrecks in worse condition (heavily fished) had 55% lower species richness, 57% lower abundance, and 41% lower diversity than wrecks in pristine condition, though only the patterns for abundance and species richness were statistically significant. No statistically significant change in fish community composition between fished and unfished wrecks was observed, though community composition between shallow water and deep water wrecks was statistically different. This research highlights the potential benefit of marine protected areas around areas of high density of shipwrecks that can both protect these sites and increase local fisheries by preserving these artificial reefs. © 2015.;English;Article;All Open Access, Bronze;Scopus;NA;CS - Mediterranean;>100,000;two year;0-5;snapshot/no repeat sampling;Irregular Fisheries Independent Survey;NA;MDS plots _ ANOSIM analysis _ dendrogram analysis using Bray curtis similarity _ ANOVA;2;2;3;"""This analysis shows an increase in abundance, and to a";;;;;;;;;;;;;;;;;;;;;
lesser extent; species richness and diversity; on wrecks that show;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"little or no evidence of trawl damage.""""""";NA;4.4;Fisheries independent survey;Foodweb;NA;NA;NA;NA;Catch_and_bycatch;NA;Pourcentage of damage of shipwrecks (supposed due to trawling);NA;Commercial;Demersal_trawls;NA;NA;species richness;Biodiversity;Negative;" ""Regression analysis (Fig. 5) shows a strong relationship between improving condition (decreasing % broken) and abundance (p=0.01, F=7.2,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d f=17) and a weaker but still significant relationship with species richness (p=0.04;F=3.3;" d=17).""""""";Potier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_0688;E4;Krumholz J.S., Brennan M.L.;Fishing for common ground: Investigations of the impact of trawling on ancient shipwreck sites uncovers a potential for management synergy;2015;Marine Policy;61;;127;133;10.1016/j.marpol.2015.07.009;;Maximizing social and economic benefits from fisheries and protecting culturally significant archaeological sites are management goals often viewed to be at odds with eachother. However, a potential for management synergy arises if fisheries related benefits can be associated with the protection of shipwreck sites. This study reviews fish abundance and community assemblage on several ancient shipwreck sites in the Aegean Sea. In this region, the presence or absence of fishing has been correlated to shipwreck condition. The results indicate that, on average, wrecks in worse condition (heavily fished) had 55% lower species richness, 57% lower abundance, and 41% lower diversity than wrecks in pristine condition, though only the patterns for abundance and species richness were statistically significant. No statistically significant change in fish community composition between fished and unfished wrecks was observed, though community composition between shallow water and deep water wrecks was statistically different. This research highlights the potential benefit of marine protected areas around areas of high density of shipwrecks that can both protect these sites and increase local fisheries by preserving these artificial reefs. © 2015.;English;Article;All Open Access, Bronze;Scopus;NA;CS - Mediterranean;>100,000;two year;0-5;snapshot/no repeat sampling;Irregular Fisheries Independent Survey;NA;MDS plots _ ANOSIM analysis _ dendrogram analysis using Bray curtis similarity _ ANOVA;2;2;3;"""This analysis shows an increase in abundance, and to a";;;;;;;;;;;;;;;;;;;;;
lesser extent; species richness and diversity; on wrecks that show;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"little or no evidence of trawl damage.""""""";NA;4.4;Fisheries independent survey;Foodweb;NA;NA;NA;NA;Catch_and_bycatch;NA;Pourcentage of damage of shipwrecks (supposed due to trawling);NA;Commercial;Demersal_trawls;NA;NA;abundance index;Abundance/biomass/density;Negative;" ""Regression analysis (Fig. 5) shows a strong relationship between improving condition (decreasing % broken) and abundance (p=0.01, F=7.2,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d f=17) and a weaker but still significant relationship with species richness (p=0.04;F=3.3;" d=17).""""""";Potier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_0688;E4;Krumholz J.S., Brennan M.L.;Fishing for common ground: Investigations of the impact of trawling on ancient shipwreck sites uncovers a potential for management synergy;2015;Marine Policy;61;;127;133;10.1016/j.marpol.2015.07.009;;Maximizing social and economic benefits from fisheries and protecting culturally significant archaeological sites are management goals often viewed to be at odds with eachother. However, a potential for management synergy arises if fisheries related benefits can be associated with the protection of shipwreck sites. This study reviews fish abundance and community assemblage on several ancient shipwreck sites in the Aegean Sea. In this region, the presence or absence of fishing has been correlated to shipwreck condition. The results indicate that, on average, wrecks in worse condition (heavily fished) had 55% lower species richness, 57% lower abundance, and 41% lower diversity than wrecks in pristine condition, though only the patterns for abundance and species richness were statistically significant. No statistically significant change in fish community composition between fished and unfished wrecks was observed, though community composition between shallow water and deep water wrecks was statistically different. This research highlights the potential benefit of marine protected areas around areas of high density of shipwrecks that can both protect these sites and increase local fisheries by preserving these artificial reefs. © 2015.;English;Article;All Open Access, Bronze;Scopus;NA;CS - Mediterranean;>100,000;two year;0-5;snapshot/no repeat sampling;Irregular Fisheries Independent Survey;NA;MDS plots _ ANOSIM analysis _ dendrogram analysis using Bray curtis similarity _ ANOVA;2;2;3;"""This analysis shows an increase in abundance, and to a";;;;;;;;;;;;;;;;;;;;;
lesser extent; species richness and diversity; on wrecks that show;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"little or no evidence of trawl damage.""""""";NA;4.4;Fisheries independent survey;Foodweb;NA;NA;NA;NA;Catch_and_bycatch;NA;Pourcentage of damage of shipwrecks (supposed due to trawling);NA;Commercial;Demersal_trawls;NA;NA;Simpson's diversity index;Biodiversity;No impact;"""No relationship (p=0.28, F=1.2, d f=17) with the diversity index was observed.""";Potier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_0688;E4;Krumholz J.S., Brennan M.L.;Fishing for common ground: Investigations of the impact of trawling on ancient shipwreck sites uncovers a potential for management synergy;2015;Marine Policy;61;;127;133;10.1016/j.marpol.2015.07.009;;Maximizing social and economic benefits from fisheries and protecting culturally significant archaeological sites are management goals often viewed to be at odds with eachother. However, a potential for management synergy arises if fisheries related benefits can be associated with the protection of shipwreck sites. This study reviews fish abundance and community assemblage on several ancient shipwreck sites in the Aegean Sea. In this region, the presence or absence of fishing has been correlated to shipwreck condition. The results indicate that, on average, wrecks in worse condition (heavily fished) had 55% lower species richness, 57% lower abundance, and 41% lower diversity than wrecks in pristine condition, though only the patterns for abundance and species richness were statistically significant. No statistically significant change in fish community composition between fished and unfished wrecks was observed, though community composition between shallow water and deep water wrecks was statistically different. This research highlights the potential benefit of marine protected areas around areas of high density of shipwrecks that can both protect these sites and increase local fisheries by preserving these artificial reefs. © 2015.;English;Article;All Open Access, Bronze;Scopus;NA;CS - Mediterranean;>100,000;two year;0-5;snapshot/no repeat sampling;Irregular Fisheries Independent Survey;NA;MDS plots _ ANOSIM analysis _ dendrogram analysis using Bray curtis similarity _ ANOVA;2;2;3;"""This analysis shows an increase in abundance, and to a";;;;;;;;;;;;;;;;;;;;;
lesser extent; species richness and diversity; on wrecks that show;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"little or no evidence of trawl damage.""""""";NA;4.4;Fisheries independent survey;Foodweb;NA;NA;NA;NA;Catch_and_bycatch;NA;Fishing pressure;NA;Commercial;Demersal_trawls;NA;NA;species richness;Biodiversity;No impact;"""However, ANOVA results were inconclusive for differences in richness between high and low fishing pressure (p=0.08, F=2.41 d f=17), and similarly to abundance, show no difference between low and moderate or moderate and high pressure. """;Potier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_0688;E4;Krumholz J.S., Brennan M.L.;Fishing for common ground: Investigations of the impact of trawling on ancient shipwreck sites uncovers a potential for management synergy;2015;Marine Policy;61;;127;133;10.1016/j.marpol.2015.07.009;;Maximizing social and economic benefits from fisheries and protecting culturally significant archaeological sites are management goals often viewed to be at odds with eachother. However, a potential for management synergy arises if fisheries related benefits can be associated with the protection of shipwreck sites. This study reviews fish abundance and community assemblage on several ancient shipwreck sites in the Aegean Sea. In this region, the presence or absence of fishing has been correlated to shipwreck condition. The results indicate that, on average, wrecks in worse condition (heavily fished) had 55% lower species richness, 57% lower abundance, and 41% lower diversity than wrecks in pristine condition, though only the patterns for abundance and species richness were statistically significant. No statistically significant change in fish community composition between fished and unfished wrecks was observed, though community composition between shallow water and deep water wrecks was statistically different. This research highlights the potential benefit of marine protected areas around areas of high density of shipwrecks that can both protect these sites and increase local fisheries by preserving these artificial reefs. © 2015.;English;Article;All Open Access, Bronze;Scopus;NA;CS - Mediterranean;>100,000;two year;0-5;snapshot/no repeat sampling;Irregular Fisheries Independent Survey;NA;MDS plots _ ANOSIM analysis _ dendrogram analysis using Bray curtis similarity _ ANOVA;2;2;3;"""This analysis shows an increase in abundance, and to a";;;;;;;;;;;;;;;;;;;;;
